platform	course_id	course_name	course_category
L	l-168234	Helvetica	[Uncategorized]
L	l-168235	Objectified	"Visualization and Real-Time, AEC, Product and Manufacturing"
L	l-168237	Urbanized	AEC
L	l-168241	Project Management Foundations: Requirements (2015)	[Uncategorized]
L	l-168242	Project Management Foundations: Stakeholders (2014)	[Uncategorized]
L	l-168334	Marketing Foundations (2014)	[Uncategorized]
L	l-168457	"Outlook 2013: Tips, Tricks, and Shortcuts"	Business Software and Tools
L	l-169056	Time-Lapse Video: Shooting with the Camera in Motion	[Uncategorized]
L	l-169106	PHP: Accessing Databases with PDO and MySQLi	"Software Development, Web Development, Database Management"
L	l-169109	Drawing Foundations: Light and Shadow	"Animation and Illustration, Graphic Design"
L	l-169111	Learning Power Pivot and SharePoint 2013	"Business Software and Tools, Data Science"
L	l-169615	Rapid Prototyping for Product Design	Product and Manufacturing
L	l-169620	Creating Black-and-White Landscape Photos with Photoshop	[Uncategorized]
L	l-169622	Managing Multiple Generations (2014)	[Uncategorized]
L	l-169623	Learning Microsoft Business Intelligence Stack	"Business Software and Tools, Data Science"
L	l-169875	The Business of Songwriting: First Steps	"Audio and Music, Small Business and Entrepreneurship"
L	l-170069	Instructional Design: Needs Analysis	Training and Education
L	l-170070	Instructional Design: Adult Learners	Training and Education
L	l-170283	Shooting a Photo Essay in 60 Minutes	Photography
L	l-170292	EDM Production Techniques: Basslines	"Audio and Music, Video"
L	l-170336	Learning vi	"Network and System Administration, Continuing Education (CEU)"
L	l-170427	HTML Essential Training (2017)	[Uncategorized]
L	l-170776	Getting Things Done	Professional Development
L	l-170777	Building Resilience	"Professional Development, Continuing Education (CEU)"
L	l-170778	Communication Tips	[Uncategorized]
L	l-170779	Installing and Administering Atlassian Confluence	"Business Software and Tools, Network and System Administration, Continuing Education (CEU)"
L	l-171053	Branding Foundations (2015)	[Uncategorized]
L	l-171054	Creating Mobile Games with Unity	Software Development
L	l-171055	Learning Speed Reading (2014)	Professional Development
L	l-171765	SketchBook Pro 7 Essential Training	"Animation and Illustration, Graphic Design"
L	l-171767	Windows 8.1: Tips and Tricks	Business Software and Tools
L	l-172364	Mixing an EDM Track	Audio and Music
L	l-172384	Microsoft Business Intelligence Stack Essential Training	"Business Software and Tools, Data Science"
L	l-172854	Planning a Web Design Portfolio: Getting a Job	"Web Design, Small Business and Entrepreneurship"
L	l-172855	Collaborative Design: Managing a Team	"Web Design, Small Business and Entrepreneurship"
L	l-172856	Planning a Web Design Portfolio: Growing Your Freelance Business	[Uncategorized]
L	l-172858	Improving Your Memory	Business Software and Tools
L	l-173209	Financial Analysis: Analyzing the Top Line with Excel	"Business Software and Tools, Data Science, Continuing Education (CEU)"
L	l-173210	Financial Analysis: Analyzing the Bottom Line with Excel	"Business Software and Tools, Data Science, Continuing Education (CEU)"
L	l-173211	Gamification of Learning	Training and Education
L	l-173362	Spaces and Places by Kevin Sloan Studio	[Uncategorized]
L	l-173693	Evan Cheng Character Designer	Animation and Illustration
L	l-173743	Captivate 8: Mobile and Responsive Design	[Uncategorized]
L	l-173750	Creating Metal 3D Textures	[Uncategorized]
L	l-173754	Learning C (2014)	[Uncategorized]
L	l-173755	Teaching Techniques: Data-Driven Instruction	[Uncategorized]
L	l-173766	Setting Up a Small-Office Network	"Network and System Administration, Continuing Education (CEU)"
L	l-173789	Learning Synth Programming: Beyond the Basics	[Uncategorized]
L	l-173882	QuickBooks Payroll Essential Training	"Business Software and Tools, Finance and Accounting"
L	l-173885	Overcoming Your Fear of Public Speaking (2014)	[Uncategorized]
L	l-174491	Learning Grasshopper	"Visualization and Real-Time, AEC"
L	l-174916	Running a Profitable Business: Understanding Financial Ratios	Finance and Accounting
L	l-174917	Finance Foundations (2014)	[Uncategorized]
L	l-174919	Installing and Running Joomla! 3: Local and Web-Hosted Sites	Web Development
L	l-174922	The Elements of Composition for Illustrators	Animation and Illustration
L	l-174923	Leading with Applied Improv	"Professional Development, Leadership and Management, Continuing Education (CEU)"
L	l-174989	Mapping the Modern Web Design Process	"Web Design, Small Business and Entrepreneurship"
L	l-175039	How to Present and Stay on Point (2015)	[Uncategorized]
L	l-175073	Agile at Work: Building Your Agile Team	"Project Management, Continuing Education (CEU)"
L	l-175074	Agile at Work: Planning with Agile User Stories	"Project Management, Continuing Education (CEU)"
L	l-175075	Agile at Work: Driving Productive Agile Meetings	"Project Management, Continuing Education (CEU)"
L	l-175125	QuickBooks: Advanced Bookkeeping Techniques	"Business Software and Tools, Finance and Accounting, Continuing Education (CEU)"
L	l-175129	Leading and Working in Teams	"Professional Development, Leadership and Management"
L	l-175586	Sound Design for Motion Graphics	[Uncategorized]
L	l-175635	Advanced MySQL and MariaDB	"Software Development, Database Management"
L	l-175636	Project Management Simplified (2014)	[Uncategorized]
L	l-175639	Project Management: Solving Common Project Problems	"Project Management, Continuing Education (CEU)"
L	l-175640	Learning to Be Assertive	"Professional Development, Leadership and Management, Career Development"
L	l-175720	Designing a Data Visualization	Graphic Design
L	l-175961	Agile at Work: Getting Better with Agile Retrospectives	"Project Management, Continuing Education (CEU)"
L	l-175962	Agile at Work: Reporting with Agile Charts and Boards	"Project Management, Continuing Education (CEU)"
L	l-176126	Learning Captivate 8	[Uncategorized]
L	l-176469	Learning the Nikon D600 and D610	[Uncategorized]
L	l-176470	Learning the Nikon D5200 and D5300	Photography
L	l-176471	Learning the Canon Rebel T4i and T5i (EOS 650D and 700D)	Photography
L	l-176495	Selling on the Amazon Marketplace	"Marketing, Small Business and Entrepreneurship"
L	l-176497	Design the Web: Pie Charts with CSS	[Uncategorized]
L	l-176498	Learning Adobe Presenter 10	"Business Software and Tools, Training and Education"
L	l-176760	Effective Listening	"Professional Development, Leadership and Management, Continuing Education (CEU)"
L	l-177138	Connecting with Peers in the Workplace (2014)	"Professional Development, Leadership and Management"
L	l-177837	Introduction to Web Design and Development	"Web Design, Small Business and Entrepreneurship"
L	l-178115	Programming the Internet of Things with iOS	"Network and System Administration, Software Development"
L	l-178117	Learning Songwriting: Ableton Live	Audio and Music
L	l-178118	Logic Pro X: Mixing and Mastering	Audio and Music
L	l-178119	Learning QlikView	"Business Software and Tools, Data Science, Continuing Education (CEU)"
L	l-178123	Data Visualization for Data Analysts	"Business Software and Tools, Data Science, Continuing Education (CEU)"
L	l-178127	Creating Better Blog Content	"Business Software and Tools, Marketing"
L	l-178133	Drawing Vector Graphics: Tribal Illustration	Animation and Illustration
L	l-178134	Creating and Using Textures for Design	Animation and Illustration
L	l-178136	Setting Your Financial Goals	Finance and Accounting
L	l-178137	Learning Brainstorming	"Professional Development, Leadership and Management, Graphic Design, User Experience, Small Business and Entrepreneurship"
L	l-178138	The Five-Step Creative Process	"Graphic Design, User Experience"
L	l-178945	InDesign: Tables	Graphic Design
L	l-179043	Smoke 2015 Essential Training	Motion Graphics and VFX
L	l-179045	Setting Up Your Small Business as a Legal Entity	"Professional Development, Small Business and Entrepreneurship"
L	l-179052	Video Post Tips	[Uncategorized]
L	l-179053	Introduction to Video Color Correction	Video
L	l-179588	Cinema 4D R16 Essential Training	"Visualization and Real-Time, Animation and Illustration, AEC, Motion Graphics and VFX, Product and Manufacturing"
L	l-180104	Learning to Write for the Web	"Professional Development, User Experience, Continuing Education (CEU)"
L	l-180107	Android App Development: Animations and Transitions with Java	[Uncategorized]
L	l-180108	ArcGIS Essential Training	"AEC, Data Science"
L	l-180187	Photo Restoration: Damaged Black-and-White Images	[Uncategorized]
L	l-180212	100 Courses and Counting: David Rivers on Elearning	Training and Education
L	l-180272	Managing Technical Teams	"Professional Development, Leadership and Management, Continuing Education (CEU)"
L	l-180778	Sports Photography: Shooting a Soccer Action Photo	[Uncategorized]
L	l-180810	Blender: Vehicle Modeling	[Uncategorized]
L	l-180862	SharePoint Designer 2013: Creating Data-Driven Sites	"Business Software and Tools, Data Science, Continuing Education (CEU)"
L	l-180863	Improving Your Conflict Competence	"Professional Development, Leadership and Management"
L	l-181244	Google Cloud Compute Engine Essential Training	Cloud Computing
L	l-181245	Premiere Pro Guru: Multi-Camera Video Editing	Video
L	l-181465	Visual Thinking Strategies	Training and Education
L	l-181722	Using Office 2013 Themes and Templates for Branding	[Uncategorized]
L	l-181730	Supply Chain Foundations	"Professional Development, Continuing Education (CEU)"
L	l-181732	Learning Maschine 2	Audio and Music
L	l-182034	Toon Boom Storyboard Pro Essential Training	"Animation and Illustration, Motion Graphics and VFX"
L	l-182035	Exploring Photography: Finding the Perfect Portrait Lens	Photography
L	l-182174	Building a Responsive Single-Page Design with Sass	[Uncategorized]
L	l-182177	"HTML5: Structure, Syntax, and Semantics"	"Web Design, Web Development"
L	l-182376	SPSS Statistics Essential Training	Data Science
L	l-182403	Developing a Competitive Strategy	"Professional Development, Leadership and Management, Marketing"
L	l-182890	Learning Design Research	"Graphic Design, User Experience"
L	l-182920	Writing a Proposal	"Professional Development, Leadership and Management, Continuing Education (CEU)"
L	l-182921	Crisis Communication	"Professional Development, Leadership and Management, Marketing, Continuing Education (CEU)"
L	l-182922	Write Think and Act Like a Professional Songwriter	"Audio and Music, Small Business and Entrepreneurship"
L	l-183011	iOS 8: iPhone and iPad Essential Training	Business Software and Tools
L	l-183383	Going Paperless: Start to Finish	"Business Software and Tools, Continuing Education (CEU)"
L	l-183418	Business Writing Strategies	"Professional Development, Leadership and Management, Continuing Education (CEU)"
L	l-183419	Writing Speeches	"Professional Development, Leadership and Management, Continuing Education (CEU)"
L	l-183460	"Advanced Cisco Routing: RIPv2, EIGRP, and OSPF"	Network and System Administration
L	l-183682	Strategic Planning Foundations	"Professional Development, Leadership and Management, Continuing Education (CEU), Small Business and Entrepreneurship"
L	l-183883	Learning LastPass Password Management	Business Software and Tools
L	l-183884	Ruby: Testing with RSpec	"Software Development, Web Development"
L	l-184141	SharePoint 2010: Foundation and Server	"Business Software and Tools, Network and System Administration"
L	l-184144	Learning Networking	Network and System Administration
L	l-184145	Learning IP Addressing (2013)	[Uncategorized]
L	l-184146	Learning the Packet Delivery Process	Network and System Administration
L	l-184148	Learning Network Routing	"Network and System Administration, Continuing Education (CEU)"
L	l-184149	Learning IPv6	Network and System Administration
L	l-184150	Learning Network Troubleshooting	Network and System Administration
L	l-184152	Windows 8: Networking and Security	"Network and System Administration, IT Help Desk"
L	l-184157	Windows 7: Networking and Security	"Network and System Administration, IT Help Desk"
L	l-184161	Windows Server 2012 Active Directory: Network Services	Network and System Administration
L	l-184163	Windows Server 2012 Active Directory: Management and Implementation	Network and System Administration
L	l-184164	Windows Server 2012 Active Directory: File System and Storage	Network and System Administration
L	l-184165	Windows Server 2012: Group Policy	[Uncategorized]
L	l-184167	PowerShell 3.0: Scripting and Tool Making	Network and System Administration
L	l-184169	PowerShell: Web Access	Network and System Administration
L	l-184456	Deploying and Configuring Core TCP/IP Services	"Network and System Administration, Continuing Education (CEU)"
L	l-184457	Learning Java 8	Software Development
L	l-184459	Cert Prep: ITIL® 3 Foundation	[Uncategorized]
L	l-184460	IT Service Management: ISO20000	Software Development
L	l-184578	Learning Photos for OS X	Photography
L	l-184803	Nonprofit Management Foundations	"Leadership and Management, Continuing Education (CEU)"
L	l-184804	Body Language for Leaders (2015)	[Uncategorized]
